,title,budget,currency_symbol,currency_amount
582,Presumed Innocent,$ 22000000,$,22000000
583,Pretty Woman,$ 14000000,$,14000000
584,The Rescuers Down Under,$ 30000000,$,30000000
585,RoboCop 2,$ 35000000,$,35000000
586,Rocky V,$ 42000000,$,42000000
587,Teenage Mutant Ninja Turtles,$ 13500000,$,13500000
588,Total Recall,$ 65000000,$,65000000
589,Tremors,$ 11000000,$,11000000
590,Wild at Heart,$ 9500000,$,9500000
591,The Addams Family,$ 30000000,$,30000000
592,Barton Fink,$ 9000000,$,9000000
593,Beauty and the Beast,$ 25000000,$,25000000
594,Bill & Ted's Bogus Journey,$ 20000000,$,20000000
595,Boyz n the Hood,$ 6500000,$,6500000
596,Cape Fear,$ 35000000,$,35000000
597,Delicatessen,FRF 24000000,FRF,4080000.0000000005
598,The Doors,$ 38000000,$,38000000
599,Drop Dead Fred,$ 6788000,$,6788000
600,The Fisher King,$ 24000000,$,24000000
601,Frankie and Johnny,$ 29000000,$,29000000
602,Freddy's Dead: The Final Nightmare,$ 11000000,$,11000000
603,Fried Green Tomatoes,$ 11000000,$,11000000
604,Highlander II: The Quickening,$ 30000000,$,30000000
605,Hook,$ 70000000,$,70000000
606,Hot Shots!,$ 26000000,$,26000000
607,JFK,$ 40000000,$,40000000
608,The Last Boy Scout,$ 29000000,$,29000000
609,My Girl,$ 17000000,$,17000000
610,The Naked Gun 2½: The Smell of Fear,$ 23000000,$,23000000
611,New Jack City,$ 8000000,$,8000000
612,Night on Earth,$ 3500000,$,3500000
613,Out for Justice,$ 14000000,$,14000000
614,Point Break,$ 24000000,$,24000000
615,Robin Hood: Prince of Thieves,$ 48000000,$,48000000
616,The Rocketeer,$ 35000000,$,35000000
617,The Silence of the Lambs,$ 19000000,$,19000000
618,Slacker,$ 23000,$,23000
619,Sleeping with the Enemy,$ 19000000,$,19000000
620,Star Trek VI: The Undiscovered Country,$ 30000000,$,30000000
621,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,$ 25000000,$,25000000
622,Terminator 2: Judgment Day,$ 102000000,$,102000000
623,Thelma & Louise,$ 16500000,$,16500000
624,What About Bob?,$ 35000000,$,35000000
625,White Fang,$ 14000000,$,14000000
626,1492: Conquest of Paradise,$ 47000000,$,47000000
627,Aladdin,$ 28000000,$,28000000
628,Alien³,$ 50000000,$,50000000
629,Bad Lieutenant,$ 1000000,$,1000000
630,Basic Instinct,$ 49000000,$,49000000
631,Batman Returns,$ 80000000,$,80000000
632,The Bodyguard,$ 25000000,$,25000000
633,Braindead,$ 3000000,$,3000000
634,Dracula,$ 40000000,$,40000000
635,Buffy the Vampire Slayer,$ 7000000,$,7000000
636,Chaplin,$ 31000000,$,31000000
637,Child's Play 3,$ 13000000,$,13000000
638,Cool World,$ 30000000,$,30000000
639,The Crying Game,GBP 2300000,GBP,2898000.0
640,Death Becomes Her,$ 55000000,$,55000000
641,The Distinguished Gentleman,$ 50000000,$,50000000
642,Far and Away,$ 60000000,$,60000000
643,FernGully: The Last Rainforest,$ 24000000,$,24000000
644,A Few Good Men,$ 41000000,$,41000000
645,Glengarry Glen Ross,$ 12500000,$,12500000
646,The Hand That Rocks the Cradle,$ 11700000,$,11700000
647,Hoffa,$ 35000000,$,35000000
648,"Honey, I Blew Up the Kid",$ 40000000,$,40000000
649,Juice,$ 5000000,$,5000000
650,The Last of the Mohicans,$ 40000000,$,40000000
651,A League of Their Own,$ 40000000,$,40000000
652,Lethal Weapon 3,$ 35000000,$,35000000
653,Lorenzo's Oil,$ 30000000,$,30000000
654,Malcolm X,$ 33000000,$,33000000
655,El mariachi,$ 7000,$,7000
656,The Mighty Ducks,$ 10000000,$,10000000
657,The Muppet Christmas Carol,$ 12000000,$,12000000
658,My Cousin Vinny,$ 11000000,$,11000000
659,Newsies,$ 15000000,$,15000000
660,Pet Sematary II,$ 8000000,$,8000000
661,Reservoir Dogs,$ 1200000,$,1200000
662,Scent of a Woman,$ 31000000,$,31000000
663,School Ties,$ 18000000,$,18000000
664,Seong lung wui,$ 10000000,$,10000000
665,Single White Female,$ 16000000,$,16000000
666,Sister Act,$ 31000000,$,31000000
667,Sleepwalkers,$ 15000000,$,15000000
668,Toys,$ 43000000,$,43000000
669,Twin Peaks: Fire Walk with Me,$ 10000000,$,10000000
670,Under Siege,$ 35000000,$,35000000
671,Unforgiven,$ 14400000,$,14400000
672,Wayne's World,$ 20000000,$,20000000
673,Addams Family Values,$ 47000000,$,47000000
674,The Age of Innocence,$ 34000000,$,34000000
675,Army of Darkness,$ 11000000,$,11000000
676,Body Snatchers,$ 13000000,$,13000000
677,A Bronx Tale,$ 22000000,$,22000000
678,Carlito's Way,$ 30000000,$,30000000
679,Children of the Corn II: The Final Sacrifice,$ 900000,$,900000
680,Cliffhanger,$ 70000000,$,70000000
681,Cool Runnings,$ 14000000,$,14000000
682,Dazed and Confused,$ 6900000,$,6900000
683,Demolition Man,$ 57000000,$,57000000
684,Falling Down,$ 25000000,$,25000000
685,The Firm,$ 42000000,$,42000000
686,Free Willy,$ 20000000,$,20000000
687,The Fugitive,$ 44000000,$,44000000
688,Groundhog Day,$ 14600000,$,14600000
689,In the Line of Fire,$ 40000000,$,40000000
690,In the Name of the Father,$ 13000000,$,13000000
691,Indecent Proposal,$ 38000000,$,38000000
692,Jason Goes to Hell: The Final Friday,$ 3000000,$,3000000
693,Jurassic Park,$ 63000000,$,63000000
694,Kalifornia,$ 9000000,$,9000000
695,Last Action Hero,$ 85000000,$,85000000
696,Menace II Society,$ 3500000,$,3500000
697,Mrs. Doubtfire,$ 25000000,$,25000000
698,The Nightmare Before Christmas,$ 18000000,$,18000000
699,The Pelican Brief,$ 45000000,$,45000000
700,A Perfect World,$ 30000000,$,30000000
701,Philadelphia,$ 26000000,$,26000000
702,The Piano,$ 7000000,$,7000000
703,The Remains of the Day,$ 15000000,$,15000000
704,Robin Hood: Men in Tights,$ 20000000,$,20000000
705,RoboCop 3,$ 22000000,$,22000000
706,Rookie of the Year,$ 10000000,$,10000000
707,Schindler's List,$ 22000000,$,22000000
708,Searching for Bobby Fischer,$ 12000000,$,12000000
709,The Secret Garden,$ 18000000,$,18000000
710,Sister Act 2: Back in the Habit,$ 38000000,$,38000000
711,Sleepless in Seattle,$ 21000000,$,21000000
712,Teenage Mutant Ninja Turtles III,$ 21000000,$,21000000
713,Tombstone,$ 25000000,$,25000000
714,True Romance,$ 13000000,$,13000000
715,Wayne's World 2,$ 40000000,$,40000000
716,What's Eating Gilbert Grape,$ 11000000,$,11000000
717,Ace Ventura: Pet Detective,$ 15000000,$,15000000
718,Angels in the Outfield,$ 24000000,$,24000000
719,Beverly Hills Cop III,$ 50000000,$,50000000
720,Clerks,$ 27000,$,27000
721,The Client,$ 45000000,$,45000000
722,The Crow,$ 23000000,$,23000000
723,Dumb and Dumber,$ 17000000,$,17000000
724,Ed Wood,$ 18000000,$,18000000
725,The Flintstones,$ 46000000,$,46000000
726,Forrest Gump,$ 55000000,$,55000000
727,Four Weddings and a Funeral,$ 4400000,$,4400000
728,Fresh,$ 3500000,$,3500000
729,The Hudsucker Proxy,$ 40000000,$,40000000
730,Interview with the Vampire: The Vampire Chronicles,$ 60000000,$,60000000
731,It Could Happen to You,$ 20000000,$,20000000
732,The Jungle Book,$ 27000000,$,27000000
733,Junior,$ 60000000,$,60000000
734,Legends of the Fall,$ 30000000,$,30000000
735,The Lion King,$ 45000000,$,45000000
736,The Little Rascals,$ 23000000,$,23000000
737,Little Women,$ 18000000,$,18000000
738,Léon,FRF 115000000,FRF,19550000.0
739,The Mask,$ 23000000,$,23000000
740,Maverick,$ 75000000,$,75000000
741,Naked Gun 33 1/3: The Final Insult,$ 30000000,$,30000000
742,Natural Born Killers,$ 34000000,$,34000000
743,The Next Karate Kid,$ 12000000,$,12000000
744,On Deadly Ground,$ 50000000,$,50000000
745,Il postino,$ 3000000,$,3000000
746,Pulp Fiction,$ 8000000,$,8000000
747,Quiz Show,$ 31000000,$,31000000
748,Reality Bites,$ 11500000,$,11500000
749,Ri¢hie Ri¢h,$ 40000000,$,40000000
750,The Santa Clause,$ 22000000,$,22000000
751,Serial Mom,$ 13000000,$,13000000
752,Shallow Grave,$ 2500000,$,2500000
753,The Shawshank Redemption,$ 25000000,$,25000000
754,Speed,$ 30000000,$,30000000
755,Star Trek: Generations,$ 35000000,$,35000000
756,Stargate,$ 55000000,$,55000000
757,Timecop,$ 27000000,$,27000000
758,True Lies,$ 115000000,$,115000000
759,Jui kuen II,$ 10000000,$,10000000
760,Wes Craven's New Nightmare,$ 8000000,$,8000000
761,Ace Ventura: When Nature Calls,$ 30000000,$,30000000
762,Apollo 13,$ 52000000,$,52000000
763,Babe,$ 30000000,$,30000000
764,Bad Boys,$ 19000000,$,19000000
765,Batman Forever,$ 100000000,$,100000000
766,Before Sunrise,$ 2500000,$,2500000
767,Billy Madison,$ 10000000,$,10000000
768,Boys on the Side,$ 21000000,$,21000000
769,Braveheart,$ 72000000,$,72000000
770,The Bridges of Madison County,$ 24000000,$,24000000
771,Casino,$ 52000000,$,52000000
772,Casper,$ 50000000,$,50000000
773,La cité des enfants perdus,$ 18000000,$,18000000
774,Clockers,$ 25000000,$,25000000
775,Clueless,$ 12000000,$,12000000
776,Copycat,$ 20000000,$,20000000
777,Dangerous Minds,$ 23000000,$,23000000
778,Dead Man,$ 9000000,$,9000000
779,Dead Man Walking,$ 11000000,$,11000000
780,Desperado,$ 7000000,$,7000000
781,Die Hard: With a Vengeance,$ 90000000,$,90000000
782,Don Juan DeMarco,$ 25000000,$,25000000
783,Friday,$ 3500000,$,3500000
784,GoldenEye,$ 60000000,$,60000000
785,Hackers,$ 20000000,$,20000000
786,Heat,$ 60000000,$,60000000
787,Home for the Holidays,$ 20000000,$,20000000
788,Hung fan kui,$ 7500000,$,7500000
789,The Indian in the Cupboard,$ 45000000,$,45000000
790,Jumanji,$ 65000000,$,65000000
791,Kids,$ 1500000,$,1500000
792,Kôkaku Kidôtai,JPY 600000000,JPY,5580000.0
793,Leaving Las Vegas,$ 3600000,$,3600000
794,A Little Princess,$ 17000000,$,17000000
795,Mallrats,$ 6000000,$,6000000
796,Mighty Aphrodite,$ 15000000,$,15000000
797,Mighty Morphin Power Rangers: The Movie,$ 15000000,$,15000000
798,Mortal Kombat,$ 18000000,$,18000000
799,The Net,$ 22000000,$,22000000
800,Nixon,$ 44000000,$,44000000
801,Outbreak,$ 50000000,$,50000000
802,Pocahontas,$ 55000000,$,55000000
803,The Quick and the Dead,$ 32000000,$,32000000
804,Se7en,$ 33000000,$,33000000
805,Sense and Sensibility,$ 16000000,$,16000000
806,Smoke,$ 7000000,$,7000000
807,Strange Days,$ 42000000,$,42000000
808,Tales from the Crypt: Demon Knight,$ 13000000,$,13000000
809,Tank Girl,$ 25000000,$,25000000
810,To Die For,$ 20000000,$,20000000
811,Total Eclipse,$ 8000000,$,8000000
812,Toy Story,$ 30000000,$,30000000
813,Twelve Monkeys,$ 29000001,$,29000001
814,Under Siege 2: Dark Territory,$ 60000000,$,60000000
815,The Usual Suspects,$ 6000000,$,6000000
816,A Walk in the Clouds,$ 20000000,$,20000000
817,Waterworld,$ 175000000,$,175000000
818,Welcome to the Dollhouse,$ 800000,$,800000
819,While You Were Sleeping,$ 17000000,$,17000000
820,101 Dalmatians,$ 75000000,$,75000000
821,The Arrival,$ 25000000,$,25000000
822,Beavis and Butt-Head Do America,$ 12000000,$,12000000
823,The Birdcage,$ 31000000,$,31000000
824,Bottle Rocket,$ 7000000,$,7000000
825,Bound,$ 4500000,$,4500000
826,Bulletproof,$ 25000000,$,25000000
827,The Cable Guy,$ 47000000,$,47000000
828,Courage Under Fire,$ 46000000,$,46000000
829,Crash,$ 9000000,$,9000000
830,Ed,$ 24000000,$,24000000
831,The English Patient,$ 27000000,$,27000000
832,Escape from L.A.,$ 50000000,$,50000000
833,Evita,$ 55000000,$,55000000
834,Executive Decision,$ 55000000,$,55000000
835,The Fan,$ 55000000,$,55000000
836,Fargo,$ 7000000,$,7000000
837,The First Wives Club,$ 26000000,$,26000000
838,Flirting with Disaster,$ 7000000,$,7000000
839,The Frighteners,$ 30000000,$,30000000
840,From Dusk Till Dawn,$ 19000000,$,19000000
841,Happy Gilmore,$ 12000000,$,12000000
842,Hellraiser: Bloodline,$ 4000000,$,4000000
843,The Hunchback of Notre Dame,$ 100000000,$,100000000
844,Independence Day,$ 75000000,$,75000000
845,Jack,$ 45000000,$,45000000
846,James and the Giant Peach,$ 38000000,$,38000000
847,Jerry Maguire,$ 50000000,$,50000000
848,Jingle All the Way,$ 60000000,$,60000000
849,Lone Star,$ 5000000,$,5000000
850,Lost Highway,$ 15000000,$,15000000
851,Mars Attacks!,$ 70000000,$,70000000
852,Marvin's Room,$ 23000000,$,23000000
853,Matilda,$ 36000000,$,36000000
854,Michael Collins,$ 25000000,$,25000000
855,Mission: Impossible,$ 80000000,$,80000000
856,The Nutty Professor,$ 54000000,$,54000000
857,The People vs. Larry Flynt,$ 36000000,$,36000000
858,Phenomenon,$ 32000000,$,32000000
859,Primal Fear,$ 30000000,$,30000000
860,Pusher,DKK 6000000,DKK,900000.0
861,Ransom,$ 80000000,$,80000000
862,The Rock,$ 75000000,$,75000000
863,Romeo + Juliet,$ 14500000,$,14500000
864,Scream,$ 14000000,$,14000000
865,Secrets & Lies,$ 4500000,$,4500000
866,Shine,$ 5500000,$,5500000
867,Sleepers,$ 44000000,$,44000000
868,Sling Blade,$ 1000000,$,1000000
869,Space Jam,$ 80000000,$,80000000
870,Star Trek: First Contact,$ 45000000,$,45000000
871,Stealing Beauty,$ 10000000,$,10000000
872,Swingers,$ 200000,$,200000
873,Bordello of Blood,$ 13000000,$,13000000
874,That Thing You Do!,$ 26000000,$,26000000
875,A Time to Kill,$ 40000000,$,40000000
876,Tin Cup,$ 45000000,$,45000000
877,Trainspotting,$ 3500000,$,3500000
878,Twister,$ 92000000,$,92000000
879,8 Heads in a Duffel Bag,$ 3000000,$,3000000
880,Absolute Power,$ 50000000,$,50000000
881,Air Force One,$ 85000000,$,85000000
882,Alien Resurrection,$ 75000000,$,75000000
883,Amistad,$ 36000000,$,36000000
884,Anaconda,$ 45000000,$,45000000
885,Anastasia,$ 50000000,$,50000000
886,Apt Pupil,$ 14000000,$,14000000
887,Austin Powers: International Man of Mystery,$ 16500000,$,16500000
888,Baby Geniuses,$ 12000000,$,12000000
889,Batman & Robin,$ 125000000,$,125000000
890,Bean,$ 18000000,$,18000000
891,The Big Lebowski,$ 15000000,$,15000000
892,Boogie Nights,$ 15000000,$,15000000
893,Buffalo '66,$ 1500000,$,1500000
894,La vita è bella,$ 20000000,$,20000000
895,Chasing Amy,$ 250000,$,250000
896,Chun gwong cha sit,$ 4200000,$,4200000
897,Con Air,$ 75000000,$,75000000
898,Conspiracy Theory,$ 75000000,$,75000000
899,Contact,$ 90000000,$,90000000
900,Dante's Peak,$ 116000000,$,116000000
901,Dark City,$ 27000000,$,27000000
902,Deconstructing Harry,$ 20000000,$,20000000
903,The Devil's Advocate,$ 57000000,$,57000000
904,The Devil's Own,$ 90000000,$,90000000
905,Doctor Dolittle,$ 71500000,$,71500000
906,Donnie Brasco,$ 35000000,$,35000000
907,Le dîner de cons,FRF 82000000,FRF,13940000.000000002
908,Event Horizon,$ 60000000,$,60000000
909,Face/Off,$ 80000000,$,80000000
910,The Fifth Element,$ 93000000,$,93000000
911,Fire Down Below,$ 60000000,$,60000000
912,Flubber,$ 80000000,$,80000000
913,Fools Rush In,$ 20000000,$,20000000
914,The Full Monty,$ 3500000,$,3500000
915,G.I. Jane,$ 50000000,$,50000000
916,The Game,$ 50000000,$,50000000
917,Gattaca,$ 36000000,$,36000000
918,George of the Jungle,$ 55000000,$,55000000
919,Good Burger,$ 9000000,$,9000000
920,Good Will Hunting,$ 10000000,$,10000000
921,Great Expectations,$ 25000000,$,25000000
922,Grosse Pointe Blank,$ 15000000,$,15000000
923,Gummo,$ 1300000,$,1300000
924,Sydney,$ 3000000,$,3000000
925,Hercules,$ 85000000,$,85000000
926,I Know What You Did Last Summer,$ 17000000,$,17000000
927,The Jackal,$ 60000000,$,60000000
928,Jackie Brown,$ 12000000,$,12000000
929,Kiss the Girls,$ 27000000,$,27000000
930,Kundun,$ 28000000,$,28000000
931,L.A. Confidential,$ 35000000,$,35000000
932,Liar Liar,$ 45000000,$,45000000
933,A Life Less Ordinary,$ 12000000,$,12000000
934,Lolita,$ 62000000,$,62000000
935,The Lost World: Jurassic Park,$ 73000000,$,73000000
936,Meet Joe Black,$ 90000000,$,90000000
937,Men in Black,$ 90000000,$,90000000
938,Mimic,$ 30000000,$,30000000
939,Mononoke-hime,JPY 2400000000,JPY,22320000.0
940,Mortal Kombat: Annihilation,$ 30000000,$,30000000
941,Mousehunt,$ 38000000,$,38000000
942,My Best Friend's Wedding,$ 38000000,$,38000000
943,The Night Flier,$ 1000000,$,1000000
944,As Good as It Gets,$ 50000000,$,50000000
945,The Postman,$ 80000000,$,80000000
946,The Relic,$ 40000000,$,40000000
947,The Saint,$ 68000000,$,68000000
948,Scream 2,$ 24000000,$,24000000
949,Selena,$ 20000000,$,20000000
950,Seven Years in Tibet,$ 70000000,$,70000000
951,Sliding Doors,$ 6000000,$,6000000
952,Soul Food,$ 7500000,$,7500000
953,Spawn,$ 40000000,$,40000000
954,Speed 2: Cruise Control,$ 160000000,$,160000000
955,Three Kings,$ 75000000,$,75000000
956,Starship Troopers,$ 105000000,$,105000000
957,Titanic,$ 200000000,$,200000000
958,Tomorrow Never Dies,$ 110000000,$,110000000
959,Toy Story 2,$ 90000000,$,90000000
960,The Truman Show,$ 60000000,$,60000000
961,Turbo: A Power Rangers Movie,$ 8000000,$,8000000
962,U Turn,$ 19000000,$,19000000
963,Vegas Vacation,$ 25000000,$,25000000
964,Volcano,$ 90000000,$,90000000
965,The Waterboy,$ 23000000,$,23000000
966,Celebrity,$ 12000000,$,12000000
967,American History X,$ 20000000,$,20000000
968,Antz,$ 105000000,$,105000000
969,Armageddon,$ 140000000,$,140000000
970,Babe: Pig in the City,$ 90000000,$,90000000
971,Barney's Great Adventure,$ 15000000,$,15000000
972,Being John Malkovich,$ 13000000,$,13000000
973,Blade,$ 45000000,$,45000000
974,The Mummy,$ 80000000,$,80000000
975,A Bug's Life,$ 120000000,$,120000000
976,Chicken Run,$ 45000000,$,45000000
977,EverAfter,$ 26000000,$,26000000
978,City of Angels,$ 55000000,$,55000000
979,Deep Impact,$ 75000000,$,75000000
980,Dogma,$ 10000000,$,10000000
981,Enemy of the State,$ 90000000,$,90000000
982,Eyes Wide Shut,$ 65000000,$,65000000
983,Fantastic Four,$ 100000000,$,100000000
984,Fear and Loathing in Las Vegas,$ 18500000,$,18500000
985,Frida,$ 12000000,$,12000000
986,From Hell,$ 35000000,$,35000000
987,Godzilla,$ 130000000,$,130000000
988,Stepmom,$ 50000000,$,50000000
989,The Green Mile,$ 60000000,$,60000000
990,Half Baked,$ 8000000,$,8000000
991,Halloween H20: 20 Years Later,$ 17000000,$,17000000
992,Holy Man,$ 60000000,$,60000000
993,La leggenda del pianista sull'oceano,$ 9000000,$,9000000
994,"Lock, Stock and Two Smoking Barrels",GBP 960000,GBP,1209600.0
995,The Lord of the Rings: The Fellowship of the Ring,$ 93000000,$,93000000
996,Lost in Space,$ 80000000,$,80000000
997,The Man in the Iron Mask,$ 35000000,$,35000000
998,The Mask of Zorro,$ 95000000,$,95000000
999,Mercury Rising,$ 60000000,$,60000000
1000,Mission: Impossible II,$ 125000000,$,125000000
1001,Mulan,$ 90000000,$,90000000
1002,The Negotiator,$ 50000000,$,50000000
1003,A Night at the Roxbury,$ 17000000,$,17000000
1004,Out of Sight,$ 48000000,$,48000000
1005,Payback,$ 90000000,$,90000000
1006,A Perfect Murder,$ 60000000,$,60000000
1007,Pleasantville,$ 60000000,$,60000000
1008,Practical Magic,$ 75000000,$,75000000
1009,The Prince of Egypt,$ 70000000,$,70000000
1010,Resident Evil,$ 33000000,$,33000000
1011,Rush Hour,$ 33000000,$,33000000
1012,Saving Private Ryan,$ 70000000,$,70000000
1013,Senseless,$ 15000000,$,15000000
1014,Six Days Seven Nights,$ 70000000,$,70000000
1015,Star Trek: Insurrection,$ 58000000,$,58000000
