,title,year,country,language,duration,genre,director,production_company,description,budget,usa_gross_income,worlwide_gross_income,IMDB_rating,metascore,reviews_from_users,votes,reviews_from_critics,female_avg_rating,male_avg_rating,female_votes,male_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval,genre_1,genre_2,genre_3,country_1,country_2,country_3,budget_USD,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3
1171,Thunderbirds,2004,"UK, France, USA",English,95,"Action, Adventure, Comedy",Jonathan Frakes,Working Title Films,"When The Hood finds and invades International Rescue's secret base and traps most of the Tracy family, only young Alan Tracy and his friends can save the day.",$ 57000000,$ 6880917,$ 28283637,4.2,36.0,227.0,12645,74.0,4.9,4.1,1770.0,8272.0,5.6,9.0,4.3,2987.0,3.9,4085.0,4.5,2720.0,2619,5656,4370,0.21,0,Action, Adventure, Comedy,UK, France, USA,57000000.0,Brady Corbet,D,Debora Weston,D,Soren Fulton,D
1558,Taxi,2004,"USA, France","English, Portuguese, Spanish",97,"Action, Comedy, Crime",Tim Story,Twentieth Century Fox,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,$ 25000000,$ 36879320,$ 69372109,4.5,27.0,183.0,38452,79.0,5.3,4.3,5743.0,25787.0,4.6,15.0,4.8,9872.0,4.2,16805.0,4.5,4044.0,8301,18244,11907,0.22,0,Action, Comedy, Crime,USA, France,,25000000.0,Queen Latifah,A,Jimmy Fallon,D,Henry Simmons,D
1592,The Stepford Wives,2004,USA,English,93,"Comedy, Horror, Sci-Fi",Frank Oz,Paramount Pictures,The secret to a Stepford wife lies behind the doors of the Men's Association of how women become different and immobilized robots.,$ 90000000,$ 59484742,$ 101297248,5.3,42.0,423.0,57444,173.0,5.6,5.1,15695.0,30244.0,5.1,9.0,5.6,7780.0,5.2,27391.0,5.1,9962.0,14427,33990,9027,0.25,0,Comedy, Horror, Sci-Fi,USA,,,90000000.0,Nicole Kidman,A,Matthew Broderick,B,Bette Midler,B
1559,Bridget Jones: The Edge of Reason,2004,"UK, France, Germany, Ireland, USA","English, German, Thai",108,"Comedy, Drama, Romance",Beeban Kidron,Universal Pictures,"After finding love, Bridget Jones questions if she really has everything she's dreamed of having.",$ 40000000,$ 40226215,$ 261703979,6.0,44.0,264.0,98667,150.0,6.4,5.6,40846.0,36521.0,6.6,58.0,6.2,21956.0,5.9,41021.0,5.9,11911.0,40691,50906,7070,0.41,0,Comedy, Drama, Romance,UK, France, Germany,40000000.0,Renée Zellweger,B,Gemma Jones,D,Jim Broadbent,D
1166,Hellboy,2004,USA,"English, Russian",122,"Action, Adventure, Fantasy",Guillermo del Toro,Revolution Studios,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",$ 66000000,$ 59623958,$ 99378985,6.8,72.0,640.0,295236,236.0,6.8,6.8,29580.0,208918.0,7.1,182.0,6.8,68106.0,6.8,132136.0,7.0,29779.0,195665,90311,9260,0.66,1,Action, Adventure, Fantasy,USA,,,66000000.0,Ron Perlman,C,John Hurt,D,Selma Blair,D
1582,Wicker Park,2004,USA,"English, Chinese",114,"Drama, Mystery, Romance",Paul McGuigan,Metro-Goldwyn-Mayer (MGM),"A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.",$ 30000000,$ 13001257,$ 21741598,7.0,40.0,305.0,50889,100.0,7.1,7.0,13949.0,29017.0,7.7,3.0,7.3,8797.0,7.0,28230.0,6.5,5236.0,36417,12381,2091,0.72,1,Drama, Mystery, Romance,USA,,,30000000.0,Josh Hartnett,D,Rose Byrne,C,Matthew Lillard,D
1563,Hidalgo,2004,"USA, Morocco","English, Arabic, Sioux",136,"Action, Adventure, Biography",Joe Johnston,Touchstone Pictures,"In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.",$ 100000000,$ 67303450,$ 108040622,6.7,54.0,346.0,74709,144.0,6.9,6.6,10890.0,51208.0,7.7,3.0,6.8,14098.0,6.6,34679.0,6.8,11991.0,45829,26307,2573,0.61,1,Action, Adventure, Biography,USA, Morocco,,100000000.0,Viggo Mortensen,A,Zuleikha Robinson,D,Omar Sharif,D
1573,The Day After Tomorrow,2004,USA,"English, Japanese, French, Arabic",124,"Action, Adventure, Sci-Fi",Roland Emmerich,Twentieth Century Fox,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",$ 125000000,$ 186740799,$ 542771772,6.4,47.0,1193.0,394218,247.0,6.7,6.4,54436.0,261565.0,6.4,189.0,6.6,100889.0,6.3,165505.0,6.4,38066.0,209425,163344,21449,0.53,0,Action, Adventure, Sci-Fi,USA,,,125000000.0,Dennis Quaid,A,Jake Gyllenhaal,A,Emmy Rossum,D
1570,Resident Evil: Apocalypse,2004,"Germany, France, UK, Canada, USA",English,94,"Action, Horror, Sci-Fi",Alexander Witt,Davis Films / Impact Pictures,Alice wakes up in Racoon city hospital after the city has been overrun by zombies. Alice must now make it out of the city before a mucilage bomb is dropped on the city.,$ 45000000,$ 51201453,$ 129342769,6.2,35.0,672.0,177955,204.0,6.7,6.1,18617.0,127922.0,6.4,54.0,6.4,40891.0,6.1,85915.0,6.2,15508.0,83911,79698,14346,0.47,0,Action, Horror, Sci-Fi,Germany, France, UK,45000000.0,Milla Jovovich,B,Sienna Guillory,D,Oded Fehr,D
1565,The Incredibles,2004,USA,"English, French",115,"Animation, Action, Adventure",Brad Bird,Pixar Animation Studios,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",$ 92000000,$ 261441092,$ 631606713,8.0,90.0,913.0,618395,295.0,7.8,8.0,97724.0,378792.0,8.4,973.0,8.0,174580.0,7.9,227791.0,8.1,51946.0,546593,62047,9755,0.88,1,Animation, Action, Adventure,USA,,,92000000.0,Craig T. Nelson,B,Holly Hunter,B,Samuel L. Jackson,A
1595,Catwoman,2004,USA,"English, Spanish",104,"Action, Crime, Fantasy",Pitof,Warner Bros.,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",$ 100000000,$ 40202379,$ 82102379,3.3,27.0,700.0,104737,126.0,4.0,3.2,15720.0,68557.0,2.9,91.0,3.5,25600.0,3.1,44676.0,3.8,11724.0,12545,34777,57415,0.12,0,Action, Crime, Fantasy,USA,,,100000000.0,Halle Berry,B,Benjamin Bratt,C,Sharon Stone,C
1622,Starsky & Hutch,2004,USA,"English, Korean",101,"Comedy, Crime",Todd Phillips,Dimension Films,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",$ 60000000,$ 88237754,$ 170268750,6.1,55.0,312.0,133658,178.0,5.8,6.1,12026.0,97184.0,6.3,23.0,6.3,25487.0,6.1,66560.0,5.8,14494.0,57727,68358,7573,0.43,0,Comedy, Crime,,USA,,,60000000.0,Ben Stiller,A,Owen Wilson,A,Snoop Dogg,C
1615,Garden State,2004,USA,"English, Klingon",102,"Comedy, Drama, Romance",Zach Braff,Camelot Pictures,A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,$ 2500000,$ 26782316,$ 35825316,7.4,67.0,971.0,202534,215.0,7.4,7.4,39541.0,129204.0,7.3,16.0,7.5,36111.0,7.5,111015.0,7.1,19287.0,163724,31956,6854,0.81,1,Comedy, Drama, Romance,USA,,,2500000.0,Zach Braff,C,Kenneth Graymez,D,George C. Wolfe,D
1644,Deux frères,2004,"France, UK","English, Thai, French",109,"Adventure, Drama, Family",Jean-Jacques Annaud,Pathé,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer who inadvertently forces them to fight each other.",EUR 59660000,$ 19176754,$ 62174008,7.1,63.0,131.0,13793,91.0,7.4,6.9,3061.0,8059.0,7.9,10.0,7.1,3271.0,7.0,5224.0,6.9,2355.0,10029,3337,427,0.73,1,Adventure, Drama, Family,France, UK,,65626000.00000001,Guy Pearce,B,Jean-Claude Dreyfus,D,Freddie Highmore,C
1653,50 First Dates,2004,USA,"English, Hawaiian, Mandarin, None",99,"Comedy, Drama, Romance",Peter Segal,Columbia Pictures,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.",$ 75000000,$ 120908074,$ 196482882,6.8,48.0,485.0,309398,149.0,6.9,6.8,74806.0,177770.0,6.5,130.0,6.8,88601.0,6.8,132408.0,6.8,23135.0,201486,97628,10284,0.65,1,Comedy, Drama, Romance,USA,,,75000000.0,Adam Sandler,A,Drew Barrymore,B,Rob Schneider,D
1647,The Aviator,2004,"Germany, USA",English,170,"Biography, Drama",Martin Scorsese,Forward Pass,A biopic depicting the early years of legendary Director and aviator,$ 110000000,$ 102610330,$ 213719942,7.5,77.0,816.0,314118,263.0,7.4,7.5,43383.0,210177.0,8.2,151.0,7.7,71006.0,7.4,141428.0,7.3,33102.0,256874,50666,6578,0.82,1,Biography, Drama,,Germany, USA,,110000000.0,Leonardo DiCaprio,A,Cate Blanchett,A,Kate Beckinsale,B
1645,Van Helsing,2004,"USA, Czech Republic, Romania","English, Latin",131,"Action, Adventure, Fantasy",Stephen Sommers,Universal Pictures,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.,$ 160000000,$ 120177084,$ 300157638,6.1,35.0,1363.0,233293,124.0,6.3,6.0,32042.0,155518.0,5.8,78.0,6.4,57314.0,5.9,100422.0,6.0,23739.0,106107,104375,22811,0.45,0,Action, Adventure, Fantasy,USA, Czech Republic, Romania,160000000.0,Hugh Jackman,A,Kate Beckinsale,B,Richard Roxburgh,D
1496,The Chronicles of Riddick,2004,USA,English,119,"Action, Adventure, Sci-Fi",David Twohy,Universal Pictures,"The wanted criminal Riddick arrives on a planet called Helion Prime, and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",$ 105000000,$ 57761012,$ 115772733,6.7,38.0,683.0,206685,210.0,6.9,6.7,18788.0,152814.0,6.1,28.0,6.7,38469.0,6.6,102785.0,6.8,25139.0,128399,68957,9329,0.62,1,Action, Adventure, Sci-Fi,USA,,,105000000.0,Vin Diesel,A,Colm Feore,D,Thandie Newton,D
1473,The Butterfly Effect,2004,"USA, Canada",English,113,"Drama, Sci-Fi, Thriller","Eric Bress, J. Mackye Gruber",BenderSpink,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",$ 13000000,$ 57938693,$ 95707652,7.6,30.0,1144.0,429065,183.0,7.6,7.7,68718.0,280190.0,7.7,161.0,7.8,112369.0,7.6,195181.0,7.3,30009.0,362524,57186,9355,0.84,1,Drama, Sci-Fi, Thriller,USA, Canada,,13000000.0,Ashton Kutcher,B,Melora Walters,D,Amy Smart,D
1250,Exorcist: The Beginning,2004,USA,English,114,"Horror, Mystery, Thriller",Renny Harlin,Morgan Creek Entertainment,"Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.",$ 80000000,$ 41821986,$ 76899937,5.1,30.0,311.0,32132,171.0,5.2,5.1,3812.0,22365.0,3.0,7.0,5.0,3856.0,5.1,16968.0,5.3,4999.0,7848,18448,5836,0.24,0,Horror, Mystery, Thriller,USA,,,80000000.0,Stellan Skarsgård,C,Izabella Scorupco,D,James D'Arcy,D
1484,The Phantom of the Opera,2004,"UK, USA","English, Italian",143,"Drama, Musical, Romance",Joel Schumacher,Warner Bros.,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.,$ 70000000,$ 51268815,$ 154648887,7.3,40.0,2080.0,111362,158.0,7.7,6.9,44510.0,45670.0,7.0,53.0,7.5,29486.0,7.1,45983.0,7.1,12213.0,85713,20806,4843,0.77,1,Drama, Musical, Romance,UK, USA,,70000000.0,Gerard Butler,A,Emmy Rossum,D,Patrick Wilson,B
1271,2046,2004,"Hong Kong, China, France, Italy, Germany","Cantonese, Japanese, Mandarin",129,"Drama, Romance, Sci-Fi",Kar-Wai Wong,Jet Tone Production,"Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love.",$ 12000000,$ 1444588,$ 19470239,7.4,78.0,217.0,47744,193.0,7.6,7.4,8361.0,30985.0,6.4,11.0,7.7,6640.0,7.4,25682.0,7.2,6543.0,37458,8431,1855,0.78,1,Drama, Romance, Sci-Fi,Hong Kong, China, France,12000000.0,Tony Chiu-Wai Leung,D,Li Gong,D,Faye Wong,D
1641,The Polar Express,2004,USA,English,100,"Animation, Adventure, Comedy",Robert Zemeckis,Castle Rock Entertainment,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",$ 165000000,$ 187224490,$ 313500433,6.6,61.0,494.0,158673,179.0,6.8,6.5,32479.0,91155.0,6.9,272.0,6.6,48363.0,6.5,53212.0,6.7,16376.0,93039,57819,7815,0.59,0,Animation, Adventure, Comedy,USA,,,165000000.0,Tom Hanks,A,Leslie Zemeckis,D,Eddie Deezen,D
1637,Dirty Dancing: Havana Nights,2004,USA,"English, Spanish",86,"Drama, Music, Romance",Guy Ferland,Lions Gate Films,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.",$ 25000000,$ 14161590,$ 27685016,6.0,39.0,211.0,25545,70.0,6.5,5.3,13942.0,7095.0,6.2,11.0,6.5,7048.0,5.8,11496.0,5.4,1991.0,12770,10147,2628,0.5,0,Drama, Music, Romance,USA,,,25000000.0,Diego Luna,B,Romola Garai,D,Sela Ward,D
1634,Eternal Sunshine of the Spotless Mind,2004,USA,English,108,"Drama, Romance, Sci-Fi",Michel Gondry,Focus Features,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",$ 20000000,$ 34400301,$ 72258126,8.3,89.0,1701.0,844466,287.0,8.3,8.3,155653.0,506157.0,8.7,551.0,8.4,217936.0,8.3,354637.0,7.8,62254.0,753770,70024,20672,0.89,1,Drama, Romance, Sci-Fi,USA,,,20000000.0,Jim Carrey,A,Kate Winslet,A,Gerry Robert Byrne,D
1655,"I, Robot",2004,"USA, Germany",English,115,"Action, Crime, Drama",Alex Proyas,Twentieth Century Fox,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",$ 120000000,$ 144801023,$ 347198023,7.1,59.0,819.0,473667,232.0,7.0,7.1,49998.0,325497.0,6.9,272.0,7.1,123781.0,7.0,194098.0,7.0,41380.0,350892,113548,9227,0.74,1,Action, Crime, Drama,USA, Germany,,120000000.0,Will Smith,A,Bridget Moynahan,D,Alan Tudyk,A
1649,A Series of Unfortunate Events,2004,"Germany, USA",English,108,"Adventure, Comedy, Family",Brad Silberling,Paramount Pictures,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",$ 140000000,$ 118634549,$ 208155332,6.8,62.0,621.0,187316,181.0,7.0,6.7,44733.0,106733.0,6.7,129.0,6.8,56574.0,6.8,74060.0,6.7,16123.0,121323,59161,6832,0.65,1,Adventure, Comedy, Family,Germany, USA,,140000000.0,Jim Carrey,A,Liam Aiken,D,Emily Browning,D
1475,Meet the Fockers,2004,USA,"English, Spanish, Hebrew",115,"Comedy, Romance",Jay Roach,Universal Pictures,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,$ 80000000,$ 279261160,$ 514837517,6.3,41.0,434.0,241465,135.0,6.4,6.3,41016.0,157065.0,6.7,81.0,6.4,58339.0,6.3,111265.0,6.2,23067.0,120298,109341,11826,0.5,0,Comedy, Romance,,USA,,,80000000.0,Robert De Niro,A,Ben Stiller,A,Dustin Hoffman,A
1652,Along Came Polly,2004,USA,"English, Spanish",90,"Comedy, Romance",John Hamburg,Universal Pictures,A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.,$ 42000000,$ 88097164,$ 171171424,5.9,44.0,282.0,120236,56.0,5.8,6.0,26875.0,71991.0,6.7,17.0,6.0,24613.0,5.9,59189.0,6.0,12597.0,43651,69203,7382,0.36,0,Comedy, Romance,,USA,,,42000000.0,Ben Stiller,A,Jennifer Aniston,A,Philip Seymour Hoffman,D
1658,Alexander,2004,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand",English,175,"Action, Biography, Drama",Oliver Stone,Warner Bros.,"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",$ 155000000,$ 34297191,$ 167298192,5.6,39.0,1408.0,156462,237.0,5.6,5.6,23387.0,106053.0,5.2,20.0,5.9,30195.0,5.5,77845.0,5.5,18423.0,53317,78622,24523,0.34,0,Action, Biography, Drama,USA, UK, Germany,155000000.0,Anthony Hopkins,A,David Bedella,D,Jessie Kamm,D
1497,Mindhunters,2004,"Netherlands, UK, Finland, USA",English,106,"Crime, Horror, Mystery",Renny Harlin,Dimension Films,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,$ 27000000,$ 4480744,$ 21148829,6.4,33.0,232.0,55767,129.0,6.7,6.4,6624.0,39682.0,6.3,8.0,6.7,8101.0,6.4,30637.0,6.1,6758.0,29873,22513,3381,0.54,0,Crime, Horror, Mystery,Netherlands, UK, Finland,27000000.0,Eion Bailey,D,Clifton Collins Jr.,D,Will Kemp,D
1632,Cellular,2004,"USA, Germany",English,94,"Action, Crime, Thriller",David R. Ellis,New Line Cinema,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,$ 25000000,$ 32003620,$ 56051920,6.5,60.0,368.0,89157,68.0,6.6,6.5,11697.0,62357.0,6.5,18.0,6.7,17208.0,6.4,43992.0,6.5,11243.0,49601,35704,3852,0.56,0,Action, Crime, Thriller,USA, Germany,,25000000.0,Caroline Aaron,D,Kim Basinger,D,Brenda Ballard,D
1500,Shrek 2,2004,USA,English,93,"Animation, Adventure, Comedy","Andrew Adamson, Kelly Asbury",DreamWorks,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,$ 150000000,$ 441226247,$ 923075336,7.2,75.0,514.0,392276,214.0,7.3,7.2,69645.0,233868.0,7.5,584.0,7.2,114038.0,7.1,146153.0,7.2,30726.0,300871,83393,8012,0.77,1,Animation, Adventure, Comedy,USA,,,150000000.0,Mike Myers,A,Eddie Murphy,A,Cameron Diaz,A
1623,Win a Date with Tad Hamilton!,2004,USA,English,95,"Comedy, Romance",Robert Luketic,DreamWorks,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.",$ 22000000,$ 17071962,$ 20862484,5.6,52.0,146.0,25591,83.0,5.7,5.5,10001.0,10820.0,6.1,6.0,5.6,6052.0,5.5,11574.0,5.7,2837.0,8424,14553,2614,0.33,0,Comedy, Romance,,USA,,,22000000.0,Kate Bosworth,D,Topher Grace,D,Josh Duhamel,D
1631,Catch That Kid,2004,"USA, Germany",English,91,"Adventure, Comedy, Crime",Bart Freundlich,Fox 2000 Pictures,"A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.",$ 12000000,$ 16703799,$ 16930762,5.2,33.0,46.0,9208,52.0,5.6,5.0,2934.0,4506.0,6.2,4.0,5.3,3611.0,5.0,2597.0,5.1,1045.0,2926,4703,1579,0.32,0,Adventure, Comedy, Crime,USA, Germany,,12000000.0,Kristen Stewart,A,Corbin Bleu,D,Max Thieriot,D
1504,Home on the Range,2004,USA,"English, Mandarin",76,"Animation, Adventure, Comedy","Will Finn, John Sanford",Walt Disney Pictures,"To save their farm, the resident animals go bounty hunting for a notorious outlaw.",$ 110000000,$ 50030461,$ 103951461,5.3,50.0,96.0,18417,99.0,5.7,5.2,3565.0,10618.0,5.4,38.0,5.3,5973.0,5.3,5767.0,5.5,1953.0,4975,10771,2671,0.27,0,Animation, Adventure, Comedy,USA,,,110000000.0,G.W. Bailey,D,Roseanne Barr,D,Bobby Block,D
1626,Barbershop 2: Back in Business,2004,USA,English,106,"Comedy, Drama",Kevin Rodney Sullivan,Metro-Goldwyn-Mayer (MGM),"The owner of an historic South Side Chicago barbershop is pressured to sell out to a land developer, but must face the impact this would have on his close-knit community.",$ 30000000,$ 65111277,$ 65991448,5.7,59.0,68.0,13629,54.0,6.1,5.6,1585.0,8342.0,4.9,7.0,5.9,2236.0,5.6,5797.0,5.6,1550.0,4748,7430,1451,0.35,0,Comedy, Drama,,USA,,,30000000.0,Ice Cube,B,Cedric the Entertainer,B,Sean Patrick Thomas,D
1625,13 Going on 30,2004,USA,"English, Portuguese",98,"Comedy, Fantasy, Romance",Gary Winick,Revolution Studios,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.",$ 37000000,$ 57231747,$ 96455697,6.1,57.0,360.0,153826,78.0,6.5,5.8,62339.0,58489.0,6.7,126.0,6.2,47534.0,6.0,56789.0,6.3,12239.0,72359,72405,9062,0.47,0,Comedy, Fantasy, Romance,USA,,,37000000.0,Jennifer Garner,C,Mark Ruffalo,A,Judy Greer,D
1855,House of Wax,2005,"Australia, USA",English,108,Horror,Jaume Collet-Serra,Warner Bros.,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,$ 40000000,$ 32064800,$ 68766121,5.3,41.0,590.0,109936,230.0,5.4,5.3,22134.0,69110.0,5.4,32.0,5.5,29654.0,5.2,50781.0,5.3,8554.0,33693,58464,17779,0.31,0,Horror,,,Australia, USA,,40000000.0,Elisha Cuthbert,D,Chad Michael Murray,D,Brian Van Holt,D
